9.62955
12.9726
25.8547
43.0914
28.1687
7.46902
3.12657
3.50548
3.77548
3.03249
0.0656845
2.02994
1.67253
2.93277
1.67983
1.15452
0.858744
0.778353
0.882297
0.0948015
450
1.72837
1.72659
1.50209
1.03241
0.763442
0.769951
0.202795
0.40611
0.798211
0.989519
0.93385
0.80035
0.627974
0.681526
0.61259
1.03662
0.609581
0.569686
1.05796
0.723599
12.1241
7.80478
4.56332
4.34407
2.6328
2.28185
1.64293
1.39406
1.17708
1.02541
0.895098
0.797256
0.739519
0.641752
0.585581
0.444286
2.66463
1.95971
1.51811
1.47849
1.17589
1.1083
1.02838
1.0465
1.00184
0.958043
0.904939
0.913605
0.870019
0.850527
0.773043
11184810 0.372008
15395839 0.00786264
11184811 0.0234039
6990506 0.973207
2796202 1.35345
14347263 0.0397275
13298687 0.117693
10922666 0.318409
10660522 0.044884
10136234 0.536136
9087658 0.408825
15462399 0.000675777
10136235 0.117159
9087659 0.080731
14085119 0.0331609
12774399 0.0204058
13036543 0.478228
13822975 0.301953
11185067 0.0042232
10922667 0.167073
6990507 0.409553
10660523 0.0466766
2796203 0.181284
15133695 0.0440479
14871551 0.0327563
16777215 5.78101
12971007 0.629747
12708863 0.270139
5941930 0.983875
699050 1.09983
5941931 0.209077
699051 0.320564
1747626 0.786621
4893354 0.290413
6986410 0.301898
2788010 0.132852
14281727 0.193047
13167615 0.258811
9022122 0.558047
14019583 0.0245885
12643327 0.0223449
2792106 1.18683
6982314 0.152445
10135210 0.389843
1485482 0.0139534
6990490 0.430483
9085610 0.0152626
6990442 0.790873
10660506 0.105124
2779818 2.91148
4369066 0.00512419
9022123 0.369485
2796170 0.044308
10070698 1.28414
13233151 0.204629
2796074 0.51589
8956586 0.128772
1485483 0.0144662
4369067 0.0244257
9874090 0.00819016
9086634 0.474666
10134186 0.0608826
8563370 0.00859991
9874091 0.00896398
15129599 0.714466
14863359 0.00884039
8563371 0.0179151
6728362 0.154927
1419946 0.0194788
14413823 0.00877469
4237994 0.0135133
2534058 0.268115
5679786 0.0063798
13365247 0.0270747
6990762 0.230015
174762 0.0112149
6466218 0.141079
2271914 0.0549987
2796458 0.222262
10922650 0.137501
10660490 0.0116184
13032447 2.0105
13814783 2.46959
4631211 1.33634
14151599 0.00876646
1419947 0.0118511
1223339 0.825098
4237995 0.0272088
12840879 0.0159105
2796138 1.07412
6990378 1.05241
2796201 1.18377
13757439 0.130421
12905471 1.08528
6974122 1.18875
10918570 0.0182288
2796186 0.351141
6990474 0.0518686
10652330 0.01576
2763434 1.2123
8825515 1.05734
9611947 0.845433
2529962 0.0096431
4893355 0.204886
5942186 0.680216
12966911 3.22536
13035519 0.694116
6458026 0.0132442
1747627 0.368121
699306 1.48622
12706815 1.96384
6986666 0.156807
13820927 0.111472
6724266 0.0196577
2788266 0.0522719
6990505 1.92337
4303531 0.21373
2263722 0.0206535
371371 0.406881
10070699 0.193103
2796200 0.801868
10656426 2.75671
8956587 0.244762
6728363 0.14026
10136491 0.0542775
1746602 0.646745
5679787 0.0109135
2271915 0.107888
9607850 1.49713
174763 0.0717168
9087915 0.102572
5937834 0.0123772
6990763 0.0926727
4891306 0.0605425
1403562 0.0204824
8825514 3.3859
2796459 0.39194
674346 0.0524141
690858 0.0236507
5417642 6.33125
9611946 3.70886
8559274 1.49361
4631210 2.99866
350890 1.27434
1731242 0.857458
1198634 0.334882
682666 0.390168
436906 1.67666
1485226 0.0199732
5941866 1.07595
1219242 2.64611
2771498 0.0323976
5925547 0.781547
666283 1.58604
698922 0.583507
1223338 5.4265
4623018 3.06234
1485738 0.0345075
367274 0.596099
4893610 0.0267291
6974123 0.572431
4369322 0.021745
1747882 0.346074
2763435 0.509997
14081023 0.0762272
10922922 0.319578
4301482 0.244403
6981290 0.0601387
12766207 0.0152615
4827819 0.788138
4892330 0.699842
633515 0.84576
12639231 0.73081
5663402 0.023423
14084095 0.720714
1747562 1.26857
13885295 0.36628
2786986 0.742804
14151535 0.106233
141994 0.0334509
1403563 0.0269565
4893226 0.0493765
12772351 0.0586478
10660778 0.0390303
5941929 1.47766
1745578 0.673901
674602 0.256832
6466219 0.175897
12840751 0.222496
2534059 0.188431
350891 0.444518
699048 0.974037
1198890 1.18274
6711978 0.303954
13818879 0.600658
1484458 0.0195602
12836783 0.473367
4367018 0.0370306
2239146 0.228124
12707839 0.50797
367275 0.332924
12836719 0.958075
2791082 0.134302
1469098 0.0338942
5417643 1.50436
674474 0.0287825
4627114 2.98805
4301483 0.157253
5876394 3.58118
4303530 0.0295416
6980266 0.0147021
9022118 0.795096
5941914 0.331494
6990698 0.339067
1743530 0.195879
15200175 0.2609
5938090 0.0250583
13812735 1.16542
4885162 0.0187223
4827818 0.447204
1485481 0.0243687
567978 0.276582
8956522 0.258165
2796330 0.729591
699018 0.072839
5876395 0.776026
691114 0.0762432
436907 0.820521
633514 0.970714
1485227 0.0661259
2796041 0.0389617
14938031 0.134536
2771754 0.0843398
567979 0.264836
371370 0.665935
1215146 3.42491
5925546 0.88284
10135211 0.17855
5939882 0.0733827
666282 1.6468
5413546 1.35136
9085611 0.0315769
5941674 1.68064
2530218 0.0594972
6458282 0.0344414
5941802 0.896178
698026 1.79199
2775722 0.972681
14015487 0.205107
1485466 0.0471136
2255530 0.0926357
698986 0.672302
14151679 0.137187
6982570 0.184308
698538 0.971476
12840959 0.0353078
12635135 0.0225957
4369034 0.0447589
2792362 0.976659
428714 0.496272
5940906 0.251656
9087654 0.530827
9874346 0.0451464
1747610 0.327618
9022106 0.285815
2517674 0.584479
8563626 0.047423
2771626 0.622697
697002 0.42927
1469354 0.0403856
4893322 0.133987
674475 0.0412868
1682091 0.0707851
4762283 0.0305772
9022090 0.0820044
4876970 0.557972
6728346 0.154708
6728298 0.485242
1714858 1.66896
9607834 0.0748862
2271882 0.0529438
2271786 0.112655
334442 0.575914
8557226 0.0373283
6990426 0.0797527
5614251 0.0406648
1485418 0.0222107
4301218 0.0678174
10656427 2.12619
6720170 2.48926
4893611 0.02031
43691 0.0523741
5663658 0.0819625
1747883 0.261048
2267818 2.18901
8759979 0.273377
5680042 0.031595
367258 0.22181
142250 0.0546177
2796042 0.0618958
8497835 0.25979
5663403 0.0403709
4368938 0.0440843
175018 0.0516129
2534314 0.673605
1469099 0.0464028
4301450 0.0606676
682667 0.373182
4631194 0.984403
10656682 1.57954
141995 0.326016
674730 0.359935
10918571 0.0222533
6986346 0.093954
1746603 0.466521
6466474 0.193268
8821418 2.54438
5942187 0.468617
12770303 1.19984
1747625 0.990407
1731498 1.20272
6711979 0.0405495
4891307 0.0829779
699307 3.98065
2787882 0.0694608
12698623 1.01919
2796073 0.470201
1223306 0.211468
4302506 0.158949
10652331 0.057245
2239147 0.18347
6728361 0.21537
1485739 0.327834
1747370 0.84672
13885359 0.707535
4293003 0.0444963
4369323 0.0701482
4302507 0.913326
4221610 0.0361921
4623014 0.480275
1387178 0.0598547
5679785 0.101862
13103103 0.964651
363178 0.200426
1219234 0.597753
363179 0.379133
2271912 0.06031
174760 0.0688351
5937835 0.0345479
2779690 0.643901
2778794 1.52543
10070666 0.272697
13889535 0.0203386
5942122 1.43621
5680043 0.104105
1419945 0.0607963
4885418 0.0787082
690859 0.0714605
175019 0.0740029
2779786 0.0956917
9607851 1.10774
13749247 0.535912
1743786 0.0514183
6986411 0.104325
2796033 0.0712511
699178 1.90214
6973098 0.423216
8956570 0.196656
12901375 0.697377
12768255 0.404205
2788011 0.132529
8559530 0.802087
9603754 6.05716
9874026 0.0260467
2779754 1.96092
350634 0.680712
10922923 0.942617
698794 1.74678
4893098 0.827416
2796137 1.35357
2761386 0.227837
334490 0.776059
699049 0.918358
5409450 9.46258
5614250 0.0630603
674376 0.0784509
9874347 0.0644967
9605802 0.0458889
4301194 0.0779217
432810 2.6162
9611930 1.5235
4893290 1.25065
1198762 5.50447
8563627 0.0964254
10660779 0.0668186
8825498 0.660036
43690 0.0846223
2792090 0.0211548
1747114 2.23288
9874058 0.0119766
10134170 0.921557
13885343 0.336638
416426 3.51745
5941675 0.726264
6466090 0.128222
8563242 0.0655353
4827814 0.752839
2533994 1.03785
9874074 0.038119
8956518 0.214647
6466186 0.0931669
2534042 0.0464607
8559258 0.244529
1452714 0.301296
8563354 0.0436383
698539 0.90339
6982282 0.0238374
4352682 0.0298092
6449834 0.247902
633386 0.207714
10656410 0.123296
8563338 0.0771182
4622986 0.0818354
1747498 0.514718
2501290 0.43751
5860010 2.48603
1219226 0.171693
2779802 0.670295
1219243 1.51533
8825482 1.30413
6990438 1.11032
9085594 0.662402
5933738 4.05018
2777770 0.151203
12836863 0.139683
6724522 0.0386835
5679722 0.089972
158378 0.0421655
535210 0.556887
2774698 0.280501
4623019 1.97694
1727146 0.157702
694954 3.11894
2263978 0.0749906
4610731 0.691168
10651306 0.0614215
2792105 0.813489
12764159 0.0483682
2796066 0.0799592
14346239 0.285733
13885439 0.670344
174634 0.0772859
2255498 0.08033
2513578 0.132282
1677994 0.030179
1419882 0.0581022
1182379 1.26228
6986394 0.092538
1403498 0.147287
9611914 0.471259
2788009 0.232959
5941898 0.133536
5679530 0.0741235
8820394 0.277889
2247338 0.0698667
543274 0.0941069
